feedback coefficients,min-entropy,Lyapunov exponent,"number of 
different states"
"01110110010110	",0.504065,0.092053,8521
"01101111010001	",0.534478,0.061381,8488
"00111110100101	",0.584831,0.086847,8435
"01001111100011	",0.621212,0.083004,8555
"00101100111011	",0.67443,0.07799,8590
"01001110010111	",0.611887,0.075209,8484
"01111001000111	",0.619377,0.069055,8478
"00010111101110	",0.553577,0.102518,8160
"00110011111010	",0.648144,0.06697,8519
"01110101110001	",0.585949,0.089047,8509
"01111111010000	",0.524569,0.07011,8472
"00110011111100	",0.420908,0.074148,7824
"01011100110101	",0.556574,0.069993,8473
"01111001110100	",0.367672,0.072589,8088
"01101111001001	",0.64969,0.079538,8486
"00101001011111	",0.562154,0.100657,8359
"01110010111001	",0.578135,0.092044,8515
"01100010111011	",0.638354,0.080188,8456
"00101110101110	",0.591023,0.093644,8463
"01111111001000	",0.544339,0.089175,8487
"00100011011111	",0.588214,0.05361,8301
"00001110111011	",0.554892,0.091754,8579
"01001101111010	",0.542915,0.059715,8563
"00100111111100	",0.449778,0.08596,7878
"01111100001110	",0.573016,0.081156,8530
"01011110011010	",0.611381,0.074307,8521
"01111000111010	",0.543679,0.111732,8621
"01110010011011	",0.53116,0.111953,8507
"01010101111100	",0.397767,0.09241,7857
"01110011100101	",0.567158,0.10583,8392
"00011001011111	",0.572635,0.079244,8426
"00111110000111	",0.610699,0.075615,8511
"00111101001101	",0.576233,0.062644,8400
"00111011100011	",0.536351,0.07268,8571
"00100100111111	",0.56416,0.106136,8401
"01010101001111	",0.60781,0.084194,8432
"01101100110110	",0.67909,0.087838,8485
"01001010101111	",0.609403,0.090011,8414
"00011010101111	",0.511838,0.068984,8404
"00101100111101	",0.617595,0.090917,8380
"00001110011111	",0.685598,0.066232,8439
"00111101100011	",0.616986,0.096698,8523
"01101110001110	",0.644576,0.087956,8411
"01100111010101	",0.553166,0.06048,8359
"00100011111101	",0.683147,0.078884,8243
"01101110001011	",0.644727,0.086782,8462
"01010011111100	",0.465475,0.080583,7837
"00101110001111	",0.64211,0.065851,8418
"01000111110101	",0.573366,0.078663,8425
"01010101110101	",0.562416,0.082488,8473
"01000011111110	",0.519714,0.102092,8354
"00000011111111	",0.598115,0.096907,8358
"01111110010001	",0.740783,0.069411,8565
"01111010101010	",0.577847,0.059943,8532
"01111010001110	",0.657832,0.082538,8463
"00101111011100	",0.444014,0.094085,7828
"01011011010110	",0.614457,0.109613,8433
"00111111001100	",0.447577,0.080394,7866
"00101110111001	",0.596998,0.098229,8600
"01111010001011	",0.576909,0.078143,8584
"01101101100101	",0.766897,0.057263,8344
"00101011101110	",0.530761,0.073424,8398
"01010101100111	",0.472378,0.054357,8451
"00111011011100	",0.414941,0.060742,7970
"01110111110000	",0.510868,0.091238,8399
"01110110010101	",0.671885,0.073851,8469
"00101111010011	",0.550276,0.102549,8565
"01001011101011	",0.552408,0.101041,8522
"00101011101101	",0.601968,0.068838,8372
"01101010111100	",0.405816,0.071753,7784
"01010010111011	",0.612993,0.050871,8508
"01101100010111	",0.568236,0.049813,8545
"00110011111001	",0.717055,0.094412,8553
"01010111111000	",0.501165,0.113927,8513
"01001111101001	",0.520453,0.071696,8542
"01011100101101	",0.605505,0.073457,8439
"00110101100111	",0.55864,0.0815,8495
"01100110011110	",0.655007,0.090791,8396
"00100011110111	",0.585108,0.073133,8348
"00101110100111	",0.61016,0.050794,8533
"01001110110110	",0.605771,0.059701,8490
"00011001111011	",0.623004,0.109362,8499
"01010100110111	",0.579796,0.059921,8528
"00111010011101	",0.607393,0.071906,8392
"01110110001011	",0.605188,0.088751,8541
"00111111110000	",0.546664,0.0642,8503
"01100110100111	",0.656779,0.064372,8480
"00110010111101	",0.540638,0.091769,8350
"00010010111111	",0.562113,0.10808,8421
"01111011001010	",0.56866,0.044731,8528
"01110110001101	",0.571167,0.057612,8396
"01100011111001	",0.576417,0.071621,8346
"00010011111110	",0.524485,0.063818,7960
"00001011111110	",0.54414,0.078259,8321
"01111100100011	",0.617199,0.098829,8610
"01100100111101	",0.564878,0.090497,8356
"00010110011111	",0.548753,0.097178,8490
"00101111101001	",0.667213,0.065555,8458
"00011101100111	",0.622736,0.075817,8448
"01111000100111	",0.753138,0.091535,8511
"01111100001101	",0.627854,0.084442,8413
"01101100111100	",0.382422,0.072757,7825
"01100101011110	",0.587444,0.053518,8449
"01101111000110	",0.526051,0.101908,8475
"01111111000010	",0.590734,0.093739,8500
"01111100011001	",0.559688,0.06993,8596
"01110101110010	",0.636645,0.097119,8575
"00111100111010	",0.587993,0.071925,8690
"01001111010101	",0.665818,0.074461,8373
"01100101011011	",0.650139,0.067569,8477
"01011110100011	",0.618214,0.074007,8628
"00110010101111	",0.596541,0.044423,8515
"00111110111000	",0.559356,0.089699,8474
"00011001101111	",0.569197,0.086937,8405
"00111011110100	",0.484367,0.102738,8174
"01101011101100	",0.419122,0.081408,7915
"01100111100101	",0.664465,0.082844,8357
"00011110111100	",0.412765,0.088598,7646
"01010110110011	",0.682229,0.08183,8522
"01101110010101	",0.550689,0.092185,8412
"01100001101111	",0.557078,0.068743,8287
"01110010110110	",0.538507,0.089568,8470
"01001111110001	",0.581782,0.062921,8498
"01001011111001	",0.52569,0.108775,8485
"01101010101011	",0.709796,0.094834,8576
"01100111011100	",0.397361,0.063275,7861
"00101010110111	",0.558218,0.09607,8557
"01111010111000	",0.523402,0.072956,8450
"00111001010111	",0.628188,0.09322,8472
"01111001011100	",0.432387,0.094049,7943
"01001001111101	",0.543487,0.106954,8314
"01110110011010	",0.564878,0.073931,8584
"00111001111100	",0.382627,0.076511,7904
"01101101111000	",0.5465,0.083025,8464
"01011011001110	",0.591756,0.09974,8481
"01111110100001	",0.570283,0.060214,8573
"00110101011110	",0.556269,0.104946,8406
"00111001111001	",0.572686,0.099738,8582
"01100011110101	",0.6466,0.07792,8286
"01101011101010	",0.63115,0.083204,8501
"01100111011010	",0.606078,0.061745,8499
"01110110100011	",0.586752,0.089025,8538
"00111100001111	",0.588972,0.089777,8535
"00101011101011	",0.633002,0.064748,8508
"00111100110110	",0.697586,0.060251,8457
"01010100101111	",0.575546,0.106183,8417
"01110110111000	",0.493663,0.061343,8532
"01011101101100	",0.440125,0.103159,8009
"00001111111001	",0.613896,0.1053,8522
"00011111111000	",0.504131,0.085576,8507
"00001111101101	",0.590579,0.074688,8349
"01110111000011	",0.552454,0.100926,8441
"00011011111010	",0.556918,0.083523,8529
"01101011010110	",0.603904,0.11267,8427
"01010010111110	",0.623386,0.10218,8428
"00111110100011	",0.561585,0.073352,8559
"00110101110110	",0.598907,0.087327,8455
"01001100110111	",0.644048,0.067501,8543
"01010011010111	",0.655414,0.068522,8327
"00110110001111	",0.698191,0.052257,8521
"01010110101101	",0.644418,0.076673,8435
"01100111010110	",0.603638,0.057898,8414
"01111001101100	",0.414783,0.120176,7970
"00101110110011	",0.494783,0.088087,8486
"01010110100111	",0.676851,0.102022,8485
"01000110110111	",0.538516,0.090412,8506
"01110000110111	",0.548301,0.062817,8483
"00011111110010	",0.51206,0.013025,8438
"01010011101011	",0.576593,0.095632,8505
"00101101110011	",0.738512,0.069575,8543
"01011010001111	",0.648448,0.071762,8435
"00001101111110	",0.534156,0.081786,8405
"01101001011011	",0.663907,0.096904,8499
"01110100101110	",0.589415,0.071017,8484
"01011110110010	",0.606411,0.075649,8584
"00011011001111	",0.567153,0.082065,8439
"01011100001111	",0.647666,0.082357,8449
"01110011001011	",0.617049,0.093619,8536
"01011101000111	",0.616681,0.092016,8389
"01011011010011	",0.541212,0.090693,8506
"01110011100110	",0.601776,0.085149,8446
"01000010111111	",0.563248,0.078068,8364
"01110001101110	",0.527984,0.094235,8438
"01111101000011	",0.539233,0.093977,8527
"00111011101001	",0.605563,0.090386,8533
"01101110101010	",0.570241,0.099583,8548
"01110010011101	",0.653213,0.073124,8351
"01011001110011	",0.558167,0.070387,8543
"01001110111001	",0.571607,0.073712,8487
"00110011010111	",0.666507,0.074638,8423
"01110011011010	",0.591055,0.101392,8513
"00110110111010	",0.531333,0.097151,8580
"00011110011101	",0.675712,0.07709,8362
"01011111101000	",0.605681,0.08524,8495
"01011000110111	",0.591451,0.077073,8479
"01011010111100	",0.402326,0.096226,7855
"01100000111111	",0.594418,0.109005,8274
"01110110100101	",0.613955,0.067502,8415
"00011100111110	",0.580922,0.086157,8310
"00110101010111	",0.608483,0.087518,8465
"01111010100110	",0.535537,0.106592,8523
"01111001101010	",0.555269,0.087606,8592
"00111110110010	",0.636829,0.088141,8575
"01110100110110	",0.544519,0.093936,8571
"01111110010010	",0.551916,0.071646,8570
"01001011101101	",0.565688,0.041477,8393
"01101101010110	",0.619953,0.066018,8450
"01110001101011	",0.583736,0.097337,8474
"00100001111111	",0.542231,0.044319,8248
"01010100111011	",0.678327,0.05087,8572
"00001101101111	",0.63372,0.055881,8478
"01010111101010	",0.653522,0.080175,8538
"01110101011100	",0.424784,0.091854,7966
"01110111001001	",0.639235,0.071321,8473
"01011101110100	",0.401137,0.079923,8113
"00011011010111	",0.55767,0.038935,8456
"00110111101100	",0.415886,0.083828,7902
"01111000011110	",0.589382,0.069846,8523
"01100110111100	",0.391602,0.096744,7780
"01100110101110	",0.658414,0.070808,8408
"01110010101011	",0.6951,0.081037,8538
"01010110110110	",0.766897,0.044811,8476
"01111010100101	",0.740783,0.069864,8460
"01100101111001	",0.604118,0.084754,8418
"01111010010011	",0.581869,0.055028,8589
"01110001111001	",0.579297,0.07852,8528
"00100111010111	",0.619342,0.084264,8366
"01001101011110	",0.597957,0.090707,8430
"01110011000111	",0.576584,0.073829,8506
"01000111001111	",0.546387,0.097198,8447
"01001110011101	",0.516068,0.092996,8378
"01101011100110	",0.576934,0.098396,8406
"00110111010110	",0.619892,0.08946,8434
"01110101110100	",0.454739,0.097762,8135
"01011110110100	",0.485355,0.07938,8105
"01011011011001	",0.552452,0.09155,8546
"01000111101101	",0.663915,0.092178,8365
"00111111000101	",0.575115,0.063462,8414
"01100101111010	",0.553657,0.068532,8562
"01010110011101	",0.544095,0.075525,8423
"00011111001110	",0.687267,0.11061,8389
"01110011010101	",0.643053,0.078548,8382
"01010110111100	",0.394504,0.044274,7813
"01001111010110	",0.570583,0.094301,8498
"00001100111111	",0.524805,0.072287,8486
"01101110001101	",0.630549,0.101996,8391
"00111101110010	",0.666315,0.067368,8517
"00111101010011	",0.625785,0.104204,8511
"01011101001101	",0.593426,0.072341,8429
"00001111111100	",0.420677,0.089292,7420
"00110101011011	",0.697905,0.092008,8537
"00101001101111	",0.664761,0.080055,8383
"01110011111000	",0.534536,0.100073,8430
"01001111000111	",0.663277,0.080316,8474
"01100111101100	",0.437927,0.071899,7864
"00111010100111	",0.711707,0.070029,8421
"00101011111100	",0.430879,0.061309,7706
"00101111110100	",0.437357,0.091644,8031
"01011001011110	",0.616904,0.088143,8444
"00101110111100	",0.390448,0.083853,7795
"00001110111101	",0.57249,0.082654,8344
"00101001111011	",0.570575,0.066206,8512
"00011110101110	",0.656822,0.085502,8374
"01100011100111	",0.558442,0.072975,8302
"00010001111111	",0.521619,0.081285,8388
"01011011010101	",0.653161,0.084322,8430
"00110111011100	",0.420089,0.089632,7939
"01011110001011	",0.527817,0.059109,8520
"01100110111010	",0.532362,0.087665,8516
"01111001001011	",0.566766,0.064093,8530
"00011011110011	",0.688537,0.086938,8549
"00011111011001	",0.590058,0.070456,8581
"01001011001111	",0.574494,0.112714,8407
"01010001111011	",0.547019,0.078316,8484
"01111110100010	",0.659392,0.038595,8529
"01011110011100	",0.394796,0.053355,7952
"01010101011110	",0.558274,0.111132,8507
"01010111010011	",0.597981,0.07383,8510
"00000111110111	",0.669067,0.101902,8463
"00101010101111	",0.576435,0.083122,8443
"01100011101101	",0.640673,0.059847,8231
"01100110011011	",0.532391,0.073758,8495
"01000101111101	",0.722409,0.081317,8370
"01110001111100	",0.370104,0.061904,7904
"01011110111000	",0.647202,0.076352,8539
"01111010001101	",0.672964,0.092276,8407
"01111001101001	",0.636126,0.09273,8554
"00101111001110	",0.587374,0.092715,8442
"01111010010101	",0.536382,0.053249,8410
"00011110110101	",0.72299,0.091244,8405
"00010111001111	",0.556162,0.046655,8413
"01100100011111	",0.653739,0.067739,8472
"00100011111110	",0.6095,0.088567,8365
"01101001110011	",0.686683,0.073623,8534
"01010101101110	",0.631093,0.093121,8451
"01000111111100	",0.400305,0.074069,7779
"00011111101100	",0.454414,0.072173,7825
"01110101000111	",0.727503,0.063657,8559
"01110001111010	",0.518755,0.083825,8499
"01101100100111	",0.585903,0.092205,8542
"01001101011101	",0.572115,0.087385,8392
"01110010110101	",0.64412,0.083144,8433
"00111110010110	",0.620369,0.067208,8460
"01111100011010	",0.655423,0.085952,8623
"01111000001111	",0.580418,0.084896,8502
"01011000011111	",0.639624,0.091709,8452
"01011101010101	",0.557361,0.098066,8398
"01011110010101	",0.564068,0.095783,8485
"01100101101101	",0.622988,0.083591,8341
"01010101111010	",0.557901,0.067595,8538
"01111101100100	",0.385493,0.081065,7975
"01001011011101	",0.511456,0.064089,8351
"01111000111001	",0.624782,0.079722,8565
"01000011111101	",0.756677,0.084005,8322
"00011111011010	",0.541135,0.089716,8508
"00011010111110	",0.644635,0.092211,8241
"00110110101110	",0.628362,0.106082,8427
"00011010110111	",0.701123,0.075581,8471
"01110111101000	",0.626336,0.09942,8503
"01111110001001	",0.671081,0.093648,8573
"00111111010001	",0.616169,0.066434,8517
"00110111011001	",0.62525,0.085702,8536
"01101100101011	",0.599465,0.08639,8537
"01101000110111	",0.588756,0.089829,8525
"01001110101101	",0.607442,0.071736,8380
"01101001110101	",0.697586,0.091633,8317
"01111110110000	",0.601908,0.038639,8452
"01001111111000	",0.536133,0.07374,8533
"01101011111000	",0.533815,0.098325,8448
"00111001011110	",0.65464,0.083988,8369
"01110001011011	",0.614643,0.069365,8460
"01111101100010	",0.697586,0.090752,8552
"00111010101101	",0.699448,0.080968,8386
"00010110101111	",0.620973,0.105963,8451
"01101110011100	",0.422612,0.100087,7907
"01111101011000	",0.582721,0.092094,8442
"01110011110001	",0.645121,0.07056,8476
"01000111110110	",0.649697,0.094623,8389
"00110111010011	",0.557993,0.082541,8559
"00101110101011	",0.610129,0.081352,8565
"01010011011011	",0.601815,0.067073,8499
"01010011101101	",0.585201,0.057821,8352
"00111001100111	",0.586435,0.104137,8488
"01110101101001	",0.555971,0.070152,8523
"01001101111100	",0.39999,0.099007,7875
"01011111000101	",0.61407,0.087395,8389
"01101011011100	",0.419939,0.090582,7832
"00111011101100	",0.42024,0.079323,7962
"01010001111101	",0.62331,0.08972,8333
"01101010110110	",0.576574,0.088271,8502
"00110110101011	",0.578647,0.059906,8532
"01101101100110	",0.570355,0.089607,8455
"01011101010110	",0.603218,0.095388,8403
"00110011101101	",0.58722,0.069702,8349
"01011000111110	",0.61579,0.078748,8429
"00110101101101	",0.607661,0.062876,8357
"01001111001011	",0.53385,0.09301,8477
"00110111101001	",0.587023,0.104156,8573
"01111011000101	",0.63007,0.097891,8399
"01111001010101	",0.560625,0.089925,8412
"01111000011101	",0.60111,0.082833,8371
"01101110100110	",0.590776,0.103106,8463
"01101111010010	",0.620106,0.088855,8508
"01111011011000	",0.644461,0.084808,8517
"00011010111101	",0.632355,0.106228,8382
"01110111011000	",0.518437,0.094107,8505
"01011110100110	",0.572594,0.10261,8459
"01011110000111	",0.6797,0.093812,8497
"01010101101101	",0.670412,0.081739,8409
"01011011100011	",0.692391,0.092111,8536
"01100100111110	",0.624761,0.069879,8444
"01011001101101	",0.593844,0.088919,8363
"00110110111001	",0.63538,0.073773,8561
"01111101001010	",0.621705,0.061833,8576
"00110111110100	",0.428319,0.070333,8094
"01110010101101	",0.511683,0.049713,8401
"01110010010111	",0.554957,0.08005,8446
"00101101011110	",0.579838,0.090196,8444
"00111011001110	",0.599051,0.071662,8454
"00001101111101	",0.578898,0.095769,8376
"01011101110001	",0.598754,0.088139,8462
"01000011111011	",0.587861,0.083066,8512
"00011011111100	",0.417696,0.092231,7644
"00111111010010	",0.584038,0.053281,8507
"00110110110110	",0.625528,0.057757,8446
"00010101101111	",0.557393,0.072521,8383
"01100101010111	",0.596358,0.094529,8448
"01011100011101	",0.589733,0.071989,8402
"00101011100111	",0.559112,0.067221,8452
"01010100111101	",0.673561,0.101934,8429
"01100010111101	",0.608167,0.066584,8287
"01111100110001	",0.635408,0.097524,8541
"01011101100110	",0.59766,0.092889,8486
"00010111111010	",0.570545,0.105851,8540
"01000111101011	",0.650659,0.051242,8559
"01111000101101	",0.638422,0.084028,8432
"00001111011011	",0.626464,0.075304,8500
"01100111101001	",0.585674,0.101194,8450
"01101010001111	",0.754212,0.087799,8410
"01101100001111	",0.690251,0.06682,8464
"01001111010011	",0.63898,0.100278,8498
"01011011000111	",0.569277,0.09594,8457
"00110110111100	",0.40791,0.06168,7877
"00011110011011	",0.597913,0.08598,8582
"00111011001101	",0.592965,0.080347,8413
"01001110001111	",0.641326,0.082337,8502
"00011100011111	",0.537254,0.095714,8443
"01100010101111	",0.600455,0.060055,8289
"01011001001111	",0.674656,0.107232,8373
"01101001101101	",0.540955,0.095855,8340
"00011100101111	",0.668911,0.085707,8412
"00001101110111	",0.554441,0.087151,8477
"00111011001011	",0.65573,0.087362,8565
"01110011010110	",0.596274,0.088683,8463
"00110111001101	",0.590711,0.087549,8355
"00011100111101	",0.535151,0.089431,8388
"00110011110011	",0.571162,0.088513,8542
"01111000111100	",0.354921,0.088452,7888
"01011010101101	",0.603169,0.106858,8383
"01111011100010	",0.56687,0.094621,8535
"01110001101101	",0.531983,0.104627,8319
"00011011101110	",0.628395,0.060442,8266
"01110010011110	",0.534668,0.086704,8468
"01101011001101	",0.532772,0.06521,8328
"00100111101011	",0.634611,0.09126,8487
"01011001101011	",0.669396,0.08932,8525
"00011011101101	",0.521836,0.075181,8319
"01000111010111	",0.618746,0.104707,8432
"00111101101010	",0.563274,0.085223,8565
"00110100111110	",0.654824,0.07281,8436
"01101011100101	",0.645487,0.079483,8372
"01010011001111	",0.54122,0.080466,8286
"01001010111011	",0.677399,0.074687,8531
"01111101010010	",0.622801,0.087123,8554
"01110110011100	",0.440394,0.102219,7942
"00010111111001	",0.627893,0.109021,8567
"01010111010110	",0.689072,0.099029,8455
"01000110111101	",0.557575,0.053402,8355
"01101001011101	",0.632413,0.100709,8395
"01101100011011	",0.52884,0.100457,8549
"00100111110110	",0.627197,0.078762,8488
"00011101111001	",0.680015,0.108742,8579
"01111101110000	",0.591988,0.083913,8399
"00101110010111	",0.63054,0.069952,8517
"01001011101110	",0.667317,0.085635,8428
"00001111110011	",0.690415,0.078945,8527
"01110010111010	",0.637922,0.092066,8584
"01110100111001	",0.549278,0.101002,8559
"01100111100011	",0.697586,0.070327,8500
"01101101000111	",0.674578,0.092684,8454
"01111000110011	",0.599402,0.058514,8585
"01011110101010	",0.544567,0.084282,8531
"01010111100011	",0.646146,0.082658,8566
"00111001110011	",0.568504,0.083349,8543
"01011111001100	",0.434466,0.077597,7796
"00110100111101	",0.776814,0.077858,8400
"01010111100101	",0.6797,0.113654,8449
"01111101001100	",0.42608,0.061048,7941
"00111000111101	",0.670824,0.085702,8426
"00111010110011	",0.592145,0.061727,8520
"00011101110011	",0.636328,0.060745,8500
"01110110011001	",0.551557,0.079559,8538
"01100111110001	",0.676851,0.057238,8425
"00100101111110	",0.58414,0.0881,8421
"00010110111011	",0.587315,0.08365,8617
"00110101001111	",0.506643,0.08546,8455
"00010100111111	",0.546617,0.084268,8437
"01001100111110	",0.628795,0.060336,8487
"01001111011010	",0.608142,0.069667,8551
"01101110101001	",0.534975,0.088618,8539
"01001111001101	",0.59572,0.070577,8391
"01110011001110	",0.556054,0.087009,8464
"01101010011101	",0.675416,0.076966,8335
"00011110101011	",0.619121,0.085209,8594
"01100111000111	",0.647848,0.081902,8418
"00111011101010	",0.64412,0.086694,8544
"01101000111101	",0.591332,0.069704,8408
"01101010100111	",0.612264,0.070892,8486
"01001110111010	",0.691226,0.100732,8618
"01101110101100	",0.447815,0.03928,7961
"00011100111011	",0.567172,0.067847,8597
"01110101010110	",0.72048,0.080918,8506
"01101100111001	",0.596863,0.106759,8566
"00111000011111	",0.678438,0.096322,8542
"01011011101100	",0.416085,0.118725,7951
"00111101100101	",0.523567,0.105875,8436
"00011111010110	",0.605701,0.104564,8283
"01111100010101	",0.594309,0.088173,8419
"01100010111110	",0.600982,0.038842,8413
"01011110001101	",0.565989,0.087195,8382
"00110111001011	",0.586931,0.093706,8583
"01111000110110	",0.669672,0.098128,8500
"01111010011010	",0.648118,0.015937,8573
"01011111010010	",0.527125,0.045335,8458
"00101111111000	",0.533488,0.079901,8459
"00110011110101	",0.664723,0.091461,8383
"01111011001100	",0.402105,0.08883,7947
"01001101011011	",0.553193,0.074127,8563
"01011010011110	",0.66741,0.094569,8447
"01111100111000	",0.651636,0.084861,8492
"00101011001111	",0.649105,0.089841,8481
"01101011001110	",0.557227,0.101972,8410
"01010010111101	",0.60631,0.086789,8425
"01011110001110	",0.642619,0.096585,8519
"01001011100111	",0.691464,0.108612,8474
"01101110110001	",0.62437,0.100479,8524
"00011101101101	",0.567794,0.098278,8431
"01010010110111	",0.568967,0.091305,8406
"00100110110111	",0.611632,0.080437,8505
"01110010101110	",0.648867,0.032841,8370
"00110110010111	",0.529332,0.101053,8513
"00110001101111	",0.609481,0.067435,8452
"01011000101111	",0.715693,0.08305,8395
"00101100101111	",0.540302,0.095165,8422
"01010011110101	",0.538929,0.053851,8403
"00110011011101	",0.652157,0.102468,8371
"00101011011101	",0.557615,0.086892,8351
"01101010110101	",0.598485,0.088547,8411
"01110011101001	",0.670497,0.097522,8437
"01100101101110	",0.63613,0.065667,8418
"01011011001101	",0.598318,0.056381,8461
"00101101111010	",0.602034,0.065715,8544
"00000101111111	",0.539466,0.097066,8468
"01000101110111	",0.501397,0.094623,8472
"00011110110110	",0.585863,0.103343,8343
"00101011111010	",0.588977,0.097534,8524
"01011101011100	",0.411348,0.08587,7934
"00111101100110	",0.535736,0.093073,8439
"01011111100001	",0.641298,0.043841,8528
"00001111011110	",0.580813,0.087762,8329
"00010111111100	",0.439211,0.101623,7571
"01100111001110	",0.661179,0.0769,8364
"01110101100110	",0.599503,0.09892,8473
"01101100101101	",0.649814,0.108546,8374
"00101011110011	",0.533892,0.092634,8515
"00111110101001	",0.616229,0.071627,8618
"01011100110011	",0.58245,0.079561,8578
"01100111111000	",0.586507,0.089607,8444
"01101111100010	",0.591483,0.082241,8547
"01110111000110	",0.615256,0.078055,8521
"01111110101000	",0.482438,0.09169,8496
"01011100010111	",0.482381,0.083649,8476
"00011101110110	",0.588015,0.084369,8346
"01101010011011	",0.654648,0.040985,8521
"00011111101010	",0.625335,0.096917,8513
"00111111100010	",0.5642,0.066892,8570
"01000011110111	",0.581429,0.112063,8385
"01111001001110	",0.609643,0.042604,8454
"01000111011101	",0.598755,0.110344,8399
"01010111101100	",0.416025,0.081618,7916
"00111110011100	",0.400247,0.087044,7928
"00110001110111	",0.561764,0.095893,8461
"00001011011111	",0.561587,0.08066,8442
"00101100110111	",0.53369,0.089215,8570
"00011111001011	",0.684655,0.067252,8516
"01010110010111	",0.627296,0.098089,8477
"01101011001011	",0.563087,0.049296,8522
"01011001011101	",0.722555,0.090918,8388
"01001101110011	",0.703341,0.083049,8565
"00111011010101	",0.604029,0.10048,8418
"01001101010111	",0.738512,0.090766,8439
"01111101001001	",0.580435,0.10956,8558
"00110110011101	",0.679987,0.103371,8416
"00010011011111	",0.701326,0.093035,8437
"00110011011011	",0.536366,0.106029,8503
"01110010100111	",0.572948,0.072932,8465
"00011110111010	",0.623868,0.082471,8569
"01111100011100	",0.445071,0.080696,7964
"00111101010110	",0.552723,0.094931,8444
"01111110001010	",0.668833,0.083588,8592
"01011001110110	",0.655783,0.079616,8496
"00011110101101	",0.632288,0.087299,8370
"00100110111011	",0.578437,0.056673,8526
"01111100000111	",0.533721,0.085414,8567
"01001111001110	",0.585438,0.06874,8420
"00101011111001	",0.636579,0.103715,8510
"00000110111111	",0.514318,0.087366,8412
"00011101011110	",0.5741,0.090865,8299
"00100110111101	",0.591139,0.088843,8358
"01011101101001	",0.605454,0.051265,8515
"01111110001100	",0.442067,0.098612,7949
"00011011111001	",0.528163,0.06425,8558
"00110111110010	",0.637118,0.100079,8516
"00101101011011	",0.520274,0.0915,8564
"01110011101010	",0.596771,0.101158,8528
"01111010000111	",0.656779,0.094466,8539
"00111100111100	",0.421772,0.104782,7861
"01101011101001	",0.617229,0.07354,8436
"01101110000111	",0.661489,0.092684,8492
"01111010010110	",0.610967,0.111941,8487
"01000101011111	",0.59489,0.095426,8429
"01011010111001	",0.686708,0.09704,8564
"01010110111001	",0.578818,0.031189,8586
"01111100100110	",0.596475,0.079717,8472
"00101101100111	",0.703883,0.075108,8510
"00011011011011	",0.697586,0.092736,8521
"01001010110111	",0.567152,0.077458,8530
"01001101100111	",0.627552,0.071314,8431
"00011001111110	",0.612598,0.10464,8126
"00100101111011	",0.612946,0.090022,8435
"00001111110101	",0.530996,0.079195,8389
"00110101101110	",0.523556,0.073125,8485
"01101010111010	",0.597729,0.095201,8484
"01110101010101	",0.63011,0.107318,8396
"01010111011001	",0.638317,0.087656,8492
"00010110110111	",0.597384,0.0906,8529
"00000111011111	",0.661904,0.090082,8409
"01110100011011	",0.578047,0.073902,8601
"00000111101111	",0.621654,0.089771,8457
"00010011110111	",0.713199,0.085307,8396
"01011011101010	",0.655454,0.097576,8520
"00111011010110	",0.516212,0.093167,8420
"01111011010001	",0.518303,0.0913,8500
"01100101110011	",0.649288,0.091259,8447
"00101101110110	",0.544723,0.098856,8468
"01011010101011	",0.706657,0.078346,8561
"00100011101111	",0.56728,0.069851,8305
"00011100110111	",0.527775,0.086061,8538
"01110001011101	",0.669037,0.068974,8370
"00111110100110	",0.589665,0.069724,8445
"00101111100101	",0.580312,0.075394,8326
"00110110110011	",0.58465,0.062587,8602
"00011111010101	",0.559225,0.098687,8389
"01100100111011	",0.580755,0.087428,8517
"00111100101011	",0.59107,0.089813,8557
"00111001011101	",0.540166,0.094424,8326
"00000111111011	",0.551376,0.078458,8530
"00110111001110	",0.710627,0.103693,8412
"00011101101110	",0.555241,0.089163,8244
"01101111000011	",0.544424,0.092374,8515
"00001110101111	",0.62801,0.063607,8489
"00110010111110	",0.621334,0.090635,8458
"01011110101001	",0.588208,0.063469,8612
"01101111110000	",0.502844,0.083826,8352
"00110111101010	",0.70357,0.08916,8535
"00110011101110	",0.662748,0.099912,8471
"00111001101011	",0.605093,0.095467,8528
"01001100111101	",0.527396,0.085862,8416
"01111011101000	",0.647616,0.081244,8468
"00101001110111	",0.597104,0.084441,8477
"00111011110010	",0.660942,0.082438,8553
"00100111011011	",0.545518,0.097846,8483
"00111001101110	",0.706474,0.076039,8445
"01011001110101	",0.52719,0.072561,8438
"01111110000101	",0.517956,0.065012,8472
"00111110101010	",0.594003,0.087496,8554
"00010111101101	",0.563478,0.090546,8353
"01110001110101	",0.531196,0.070089,8408
"01010001101111	",0.613498,0.102921,8280
"00111101011001	",0.601147,0.086955,8527
"01001111011001	",0.604465,0.063621,8537
"01101011011010	",0.639208,0.051251,8512
"01111011010010	",0.547813,0.073709,8526
"00111110101100	",0.398493,0.092166,7907
"01010111001110	",0.572816,0.099757,8462
"01110001100111	",0.540579,0.092876,8503
"00111101110100	",0.45331,0.070451,8089
"00111100110101	",0.493157,0.071716,8449
"01111001001101	",0.597381,0.080976,8362
"00101111010101	",0.727503,0.092365,8440
"00001111011101	",0.701326,0.066663,8318
"00101101101101	",0.740522,0.090826,8352
"01100011101011	",0.586851,0.065452,8430
"01000101111110	",0.523631,0.066378,8365
"01010011110110	",0.572935,0.10199,8473
